"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
2021-02-24,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,496080,390600,0,886680,496080,390600,0,886680,1.869,3284678,842312,2442366,6.922,72.85,100,119487,0.252,3.775,106609,12878,594221,1.252,9.903,100,2063495,1221183,842312,4.349,2.574,5.142,3.043,106609,12878,0.225,0.027,492218,102003,1.037,0.215,1.227,0.254,5.448,14.657,1.066,-8.421,0,0,0,0,2021-08-16,2021-12-29,2022-05-13,2023-08-05,2025-05-18,2027-02-28,2023-03-08,2024-09-10,2026-03-15
2021-02-25,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3436158,972594,2463564,7.242,76.209,100,151480,0.319,4.612,140881,10599,653407,1.377,9.96,100,2204376,1231782,972594,4.646,2.596,5.493,3.069,140881,10599,0.297,0.022,566181,87226,1.193,0.184,1.411,0.217,6.827,15.026,0.868,-14.487,0,0,0,0,2021-07-23,2021-11-18,2022-03-15,2024-01-03,2026-02-02,2028-03-04,2023-07-13,2025-04-18,2027-01-24
2021-02-26,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3605635,1118069,2487566,7.599,79.968,100,169477,0.357,4.932,157476,12001,669624,1.411,2.482,100,2361852,1243783,1118069,4.977,2.621,5.886,3.099,157476,12001,0.332,0.025,596867,72757,1.258,0.153,1.487,0.181,7.144,5.42,0.974,-16.588,0,0,0,0,2021-07-15,2021-11-03,2022-02-22,2024-08-01,2027-02-02,2029-08-05,2024-01-02,2026-02-13,2028-03-28
2021-02-27,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3680245,1180636,2499609,7.756,81.623,100,74610,0.157,2.069,68588,6022,692787,1.46,3.459,100,2430440,1249805,1180635,5.122,2.634,6.056,3.114,68588,6022,0.145,0.013,622687,70101,1.312,0.148,1.552,0.175,2.904,4.326,0.484,-3.651,0,0,0,0,2021-07-09,2021-10-24,2022-02-08,2024-09-13,2027-04-17,2029-11-18,2024-02-07,2026-04-17,2028-06-25
2021-02-28,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3754855,1243202,2511653,7.913,83.278,100,74610,0.157,2.027,68589,6021,715951,1.509,3.344,100,2499029,1255826,1243203,5.267,2.647,6.227,3.129,68589,6021,0.145,0.013,648507,67443,1.367,0.142,1.616,0.168,2.822,4.147,0.482,-3.792,0,0,0,0,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
2021-03-01,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3829465,1305769,2523696,8.07,84.932,100,74610,0.157,1.987,68588,6022,739114,1.558,3.235,100,2567617,1261848,1305769,5.411,2.659,6.398,3.144,68588,6022,0.145,0.013,674327,64787,1.421,0.137,1.68,0.161,2.745,3.981,0.48,-3.938,0,0,0,0,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
2021-03-02,"ES",47450795,100,40129822,100,3508245,808600,192000,0,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3908734,1375334,2533400,8.237,86.69,100,79269,0.167,2.07,74417,4852,743543,1.567,0.599,100,2642034,1266700,1375334,5.568,2.67,6.584,3.157,74417,4852,0.157,0.01,685148,58395,1.444,0.123,1.707,0.146,2.898,1.605,0.385,-9.866,0,0,0,0,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
2021-03-03,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,518310,361200,195600,1075110,518310,361200,195600,1075110,2.266,4059320,1485316,2574004,8.555,72.696,100,150586,0.317,3.853,130284,20302,774642,1.633,4.183,100,2772318,1287002,1485316,5.843,2.712,6.908,3.207,130284,20302,0.275,0.043,708823,65819,1.494,0.139,1.766,0.164,4.931,3.455,1.603,12.713,0,0,0,0,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
2021-03-04,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4229092,1611266,2617826,8.913,75.736,100,169772,0.358,4.182,147861,21911,792934,1.671,2.361,100,2920179,1308913,1611266,6.154,2.758,7.277,3.262,147861,21911,0.312,0.046,715803,77131,1.509,0.163,1.784,0.192,5.333,0.985,1.702,17.187,0,0,0,0,2021-06-22,2021-09-23,2021-12-25,2024-05-16,2026-09-22,2029-01-28,2023-11-03,2025-11-01,2027-11-01
2021-03-05,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4471577,1786607,2684970,9.424,80.079,100,242485,0.511,5.734,208913,33572,865942,1.825,9.207,100,3129092,1342485,1786607,6.594,2.829,7.797,3.345,208913,33572,0.44,0.071,767240,98702,1.617,0.208,1.912,0.246,7.154,7.186,2.565,27.967,0,0,0,0,2021-06-14,2021-09-08,2021-12-04,2023-09-05,2025-07-09,2027-05-13,2023-04-02,2024-10-22,2026-05-14
2021-03-06,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4551782,1839477,2712305,9.593,81.515,100,80205,0.169,1.794,66537,13668,871537,1.837,0.646,100,3195629,1356153,1839476,6.735,2.858,7.963,3.379,66537,13668,0.14,0.029,765189,106348,1.613,0.224,1.907,0.265,2.126,-0.267,1.018,7.747,0,0,0,0,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
2021-03-07,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4631986,1892345,2739641,9.762,82.952,100,80204,0.169,1.762,66537,13667,877131,1.849,0.642,100,3262166,1369820,1892346,6.875,2.887,8.129,3.413,66537,13667,0.14,0.029,763137,113994,1.608,0.24,1.902,0.284,2.082,-0.268,1.008,7.19,0,0,0,0,2021-06-15,2021-09-10,2021-12-06,2023-05-06,2024-12-10,2026-07-16,2022-12-22,2024-04-28,2025-09-03
2021-03-08,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4712191,1945215,2766976,9.931,84.388,100,80205,0.169,1.732,66537,13668,882726,1.86,0.638,100,3328703,1383488,1945215,7.015,2.916,8.295,3.448,66537,13668,0.14,0.029,761086,121640,1.604,0.256,1.897,0.303,2.04,-0.269,0.998,6.707,0,0,0,0,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
2021-03-09,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4848648,2024176,2824472,10.218,86.832,100,136457,0.288,2.896,107709,28748,939914,1.981,6.479,100,3436412,1412236,2024176,7.242,2.976,8.563,3.519,107709,28748,0.227,0.061,794378,145536,1.674,0.307,1.98,0.363,3.236,4.374,2.078,19.645,0,0,0,0,2021-06-12,2021-09-03,2021-11-26,2022-11-15,2024-02-14,2025-05-15,2022-08-01,2023-08-22,2024-09-11
